model_id,car_id,firm_id,price,domestic,japan,european,const,hpwt,air,mpd,space,mpg,trend,year,share,quantity,logit_depvar
 VV16471,1668,6,13.93122677,0,0,1,1,0.398773006,0,1.423280423,1.3056,1.5,4,75,0.000219537,15.997,-8.309479295
AMGREM75,714,15,5.077328647,1,0,0,1,0.324792494,0,1.639491525,1.207,1.7,5,76,0.000682703,50.617,-7.166101336
AMHORN76,716,15,5.622144112,1,0,0,1,0.302928307,0,1.639491525,1.3206,1.7,5,76,0.001103019,81.78,-6.686356109
AMPACE75,718,15,6.149384886,1,0,0,1,0.289017341,0,1.639491525,1.309,1.7,5,76,0.001077635,79.898,-6.709638003
AMMATA72,719,15,6.374340949,1,0,0,1,0.264697687,0,1.446610169,1.6416,1.5,5,76,0.00047672,35.345,-7.525231884
BKSKYH75,721,19,6.85940246,1,0,0,1,0.385019251,0,1.735932203,1.188,1.8,5,76,0.000419843,31.128,-7.652281088
BKSKYL75,722,19,6.342706503,1,0,0,1,0.335059397,0,1.543050847,1.4673,1.6,5,76,0.001459443,108.206,-6.406352006
BKCENT75,724,19,7.214411248,1,0,0,1,0.294039027,0,1.543050847,1.6906,1.6,5,76,0.003978703,294.989,-5.403450756
BKLSAB76,729,19,8.342706503,1,0,0,1,0.263788969,0,1.543050847,1.816,1.6,5,76,0.002114065,156.741,-6.035794062
BKELCT72,731,19,11.47100176,1,0,0,1,0.441715148,0,1.157288136,1.872,1.2,5,76,0.001696083,125.751,-6.256085063
BKRIVE74,732,19,11.94727592,1,0,0,1,0.452438755,0,1.157288136,1.784,1.2,5,76,0.000290928,21.57,-8.019085364
CDSEVI76,733,19,21.9314587,1,0,0,1,0.425330813,1,1.446610169,1.4688,1.5,5,76,0.000556338,41.248,-7.370786197
CDDEVI75,735,19,16.28295255,1,0,0,1,0.370587088,1,1.157288136,1.848,1.2,5,76,0.003015861,223.602,-5.680521138
CDELDR75,736,19,18.60456942,1,0,0,1,0.373647984,1,1.157288136,1.8,1.2,5,76,0.000534582,39.635,-7.410676258
CVCHEV76,738,19,5.094903339,1,0,0,1,0.278074866,0,2.603898305,0.9858,2.7,5,76,0.001901405,140.974,-6.141813348
CVVEGA73,739,19,5.244288225,1,0,0,1,0.286532951,0,2.025254237,1.1616,2.1,5,76,0.00179724,133.251,-6.198154256
CVNOVA76,741,19,5.769771529,1,0,0,1,0.325985719,0,1.735932203,1.4381,1.8,5,76,0.004213253,312.379,-5.34617163
CVMONZ76,743,19,5.903339192,1,0,0,1,0.266666667,0,2.025254237,1.1814,2.1,5,76,0.001235278,91.586,-6.573110402
CVCAMA75,748,19,6.611599297,1,0,0,1,0.306927799,0,1.639491525,1.47,1.7,5,76,0.002331283,172.846,-5.937987799
CVMNTC73,750,19,8.212653779,1,0,0,1,0.3583312,0,1.350169492,1.6692,1.4,5,76,0.005079725,376.621,-5.159149447
CVIMPA73,751,19,8.270650264,1,0,0,1,0.343439128,0,1.253728814,1.784,1.3,5,76,0.006341992,470.208,-4.937213674
CVCORV75,754,19,13.3655536,1,0,0,1,0.522496372,0,1.253728814,1.2834,1.3,5,76,0.00056207,41.673,-7.360535387
CRCORD75,755,16,9.476274165,1,0,0,1,0.423728814,0,1.060847458,1.6848,1.1,5,76,0.002366486,175.456,-5.923000525
CRNEWP72,756,16,8.775043937,1,0,0,1,0.389755011,0,1.253728814,1.824,1.3,5,76,0.0013805,102.353,-6.461961201
DGCOLT72,758,16,5.871704745,1,0,0,1,0.3798627,0,2.314576271,1.1008,2.4,5,76,0.000654717,48.542,-7.207959421
DGDART72,770,16,5.79086116,1,0,0,1,0.325732899,0,1.832372881,1.428,1.9,5,76,0.000822017,60.946,-6.980400598
DGASPE76,772,16,5.924428822,1,0,0,1,0.313479624,0,1.735932203,1.4746,1.8,5,76,0.003139138,232.742,-5.64045828
DGCORN75,775,16,6.625659051,1,0,0,1,0.275862069,0,1.735932203,1.7082,1.8,5,76,0.000664927,49.299,-7.192485027
DGCHAR76,778,16,6.565905097,1,0,0,1,0.278164117,0,1.735932203,1.6692,1.8,5,76,0.00072523,53.77,-7.105673133
DGMONA76,780,16,7.711775044,1,0,0,1,0.360576923,0,1.253728814,1.808,1.3,5,76,0.000525168,38.937,-7.428443869
FDPINT76,782,18,5.087873462,1,0,0,1,0.375510204,0,2.314576271,1.183,2.4,5,76,0.003095897,229.536,-5.654328944
FDMAVE72,785,18,5.60456942,1,0,0,1,0.281935259,0,2.121694915,1.3774,2.2,5,76,0.001603774,118.907,-6.312047149
FDTORI75,787,18,7.391915641,1,0,0,1,0.379216942,0,1.253728814,1.752,1.3,5,76,0.002582396,191.464,-5.835689023
FDMUST74,789,18,6.195079086,1,0,0,1,0.343539955,0,2.314576271,1.2425,2.4,5,76,0.002255146,167.201,-5.971192142
FDGRNA75,791,18,6.67486819,1,0,0,1,0.255681818,0,2.121694915,1.4256,2.2,5,76,0.005225419,387.423,-5.130871705
FDELIT75,793,18,8.574692443,1,0,0,1,0.364595826,0,1.253728814,1.7143,1.3,5,76,0.001502401,111.391,-6.37734229
 FDLTD72,795,18,8.351493849,1,0,0,1,0.353241924,0,1.253728814,1.792,1.3,5,76,0.00507139,376.003,-5.160791702
FDTHNB72,797,18,13.69068541,1,0,0,1,0.420133111,1,1.157288136,1.808,1.2,5,76,0.001357638,100.658,-6.478660192
LCCONT76,798,18,16.33216169,1,0,0,1,0.397403108,1,1.157288136,1.8873,1.2,5,76,0.000860255,63.781,-6.934933484
LCMARK72,799,18,19.43760984,1,0,0,1,0.399920808,1,1.157288136,1.832,1.2,5,76,0.000785277,58.222,-7.026125534
MCBOBC76,800,18,5.866432337,1,0,0,1,0.362919132,0,2.314576271,1.183,2.4,5,76,0.000490478,36.365,-7.49678205
MCMONA75,803,18,6.79086116,1,0,0,1,0.256005057,0,2.121694915,1.485,2.2,5,76,0.00164626,122.057,-6.285900675
MCCOME75,806,18,5.818980668,1,0,0,1,0.28173913,0,2.121694915,1.3987,2.2,5,76,0.00036774,27.265,-7.784784996
MCCOUG75,808,18,9.007029877,1,0,0,1,0.364683301,0,1.253728814,1.7064,1.3,5,76,0.001725243,127.913,-6.239038479
MCMARQ73,809,18,8.898066784,1,0,0,1,0.403587444,0,1.253728814,1.832,1.3,5,76,0.001418211,105.149,-6.435010432
ODSTRF75,810,19,6.822495606,1,0,0,1,0.367518376,0,1.735932203,1.188,1.8,5,76,0.000370923,27.501,-7.776166456
ODOMEG73,811,19,6.175746924,1,0,0,1,0.32853567,0,1.639491525,1.46,1.7,5,76,0.000759677,56.324,-7.059268092
ODCUTL75,813,19,7.087873462,1,0,0,1,0.284552846,0,1.639491525,1.6632,1.7,5,76,0.006940641,514.593,-4.847012527
ODDELT74,816,19,8.643233743,1,0,0,1,0.397289086,0,1.350169492,1.816,1.4,5,76,0.002304456,170.857,-5.949561875
  OD9875,818,19,11.28119508,1,0,0,1,0.410101446,0,1.253728814,1.864,1.3,5,76,0.001445159,107.147,-6.416187101
ODTORN75,819,19,12.11072056,1,0,0,1,0.45803153,0,1.157288136,1.824,1.2,5,76,0.000326252,24.189,-7.90449084
PLARRO76,820,16,5.579964851,1,0,0,1,0.393364929,0,2.411016949,1.0688,2.5,5,76,0.000660233,48.951,-7.199569026
PLVALA72,822,16,5.757469244,1,0,0,1,0.327868852,0,1.832372881,1.42,1.9,5,76,0.001010547,74.924,-6.773914557
PLVOLA76,825,16,5.903339192,1,0,0,1,0.313479624,0,1.735932203,1.4746,1.8,5,76,0.004198147,311.259,-5.349763461
PLFURY75,828,16,6.560632689,1,0,0,1,0.275862069,0,1.735932203,1.7082,1.8,5,76,0.00130915,97.063,-6.515028572
PLGRNF76,831,16,7.643233743,1,0,0,1,0.362318841,0,1.253728814,1.784,1.3,5,76,0.000660233,48.951,-7.199569026
PTASTR76,832,19,5.384885764,1,0,0,1,0.28700287,0,2.025254237,1.1748,2.1,5,76,0.000554989,41.148,-7.373213501
PTSUNB76,833,19,6.029876977,1,0,0,1,0.263852243,0,2.025254237,1.1616,2.1,5,76,0.000675326,50.07,-7.176966798
PTVNTU72,835,19,5.90685413,1,0,0,1,0.336288597,0,1.639491525,1.46,1.7,5,76,0.000828087,61.396,-6.973044137
PTLEMA72,837,19,6.701230228,1,0,0,1,0.292553191,0,1.639491525,1.6536,1.7,5,76,0.0012028,89.178,-6.599754452
PTFIRB72,840,19,6.864674868,1,0,0,1,0.325155188,0,1.639491525,1.4308,1.7,5,76,0.001461358,108.348,-6.405040555
PTGRNP76,845,19,8.432337434,1,0,0,1,0.395256917,0,1.350169492,1.6614,1.4,5,76,0.003398236,251.952,-5.561150231
ARALFT76,1669,20,12.89103691,0,0,1,1,0.449814126,0,1.832372881,1.1088,1.9,5,76,7.18486E-05,5.327,-9.417600596
AD100L75,1670,7,12.47803163,0,0,1,1,0.363492691,0,1.928813559,1.2972,2,5,76,0.000155823,11.553,-8.64344368
 ADFOX75,1671,7,9.226713533,0,0,1,1,0.380673499,0,2.314576271,1.0899,2.4,5,76,0.000293531,21.763,-8.010177544
BW200275,1672,8,11.54657293,0,0,1,1,0.402853546,0,1.735932203,1.1088,1.8,5,76,0.000217461,16.123,-8.310142
BW530I75,1673,8,18.6115993,0,0,1,1,0.551724138,1,1.446610169,1.273,1.5,5,76,8.90993E-05,6.606,-9.202410497
CPSPCP76,1674,25,7.235500879,0,0,1,1,0.342220454,0,1.735932203,1.1725,1.8,5,76,0.000403334,29.904,-7.692396573
DTHLB275,1675,2,5.701230228,0,1,0,1,0.409836066,0,2.796779661,0.9943,2.9,5,76,0.001991354,147.643,-6.095591626
DTHL6176,1677,2,7.485061511,0,1,0,1,0.459290188,0,2.218135593,1.0962,2.3,5,76,0.00018764,13.912,-8.457637047
DTJHL774,1678,2,6.676625659,0,1,0,1,0.400689358,0,2.218135593,1.0836,2.3,5,76,0.000476478,35.327,-7.52574128
 FT12876,1679,17,5.940246046,0,0,1,1,0.321243523,0,1.928813559,0.9796,2,5,76,0.000277791,20.596,-8.065291942
FT124S76,1681,17,10.12126538,0,0,1,1,0.394495413,0,1.735932203,1.0304,1.8,5,76,0.000158089,11.721,-8.629006719
 FT13175,1682,17,7.787346221,0,0,1,1,0.362105263,0,1.735932203,1.118,1.8,5,76,0.000250546,18.576,-8.168518399
HDCIVI76,1685,3,4.796133568,0,1,0,1,0.322981366,0,2.700338983,0.888,2.8,5,76,0.001784225,132.286,-6.205422579
HDACCO76,1686,3,7.021089631,0,1,0,1,0.34119418,0,3.664745763,1.0432,3.8,5,76,0.00025145,18.643,-8.164918083
MZ160076,1688,4,5.615114236,0,1,0,1,0.292237443,0,2.025254237,1.0458,2.1,5,76,8.55116E-05,6.34,-9.243510055
MZRTYE76,1689,4,8.602811951,0,1,0,1,0.397111913,0,1.735932203,1.1151,1.8,5,76,0.000136724,10.137,-8.774196728
 MB23075,1690,9,19.09314587,0,0,1,1,0.383739837,0,1.639491525,1.337,1.7,5,76,1.68326E-05,1.248,-10.86884655
MB240D74,1691,9,19.3198594,0,0,1,1,0.201626016,0,2.218135593,1.337,2.3,5,76,9.92555E-05,7.359,-9.09446477
MB300D75,1692,9,24.70474517,0,0,1,1,0.227474151,1,2.121694915,1.372,2.2,5,76,0.000128726,9.544,-8.834476139
 MB28073,1693,9,25.12478032,0,0,1,1,0.381791483,1,1.350169492,1.295,1.4,5,76,3.70235E-05,2.745,-10.08060775
MB450S74,1694,9,36.3602812,0,0,1,1,0.456273764,1,1.060847458,1.554,1.1,5,76,2.28346E-05,1.693,-10.56388672
  OP7776,1695,26,5.76801406,0,0,1,1,0.363901019,0,2.121694915,1.0206,2.2,5,76,0.000141391,10.483,-8.740633926
 PG50476,1697,14,14.09490334,0,0,1,1,0.214592275,0,2.603898305,1.2012,2.7,5,76,0.000127526,9.455,-8.843845122
PSRDST76,1698,12,12.74165202,0,0,1,1,0.395294118,0,1.928813559,1.053,2,5,76,4.29042E-05,3.181,-9.933193211
PS911S74,1699,12,24.33216169,0,0,1,1,0.678185745,0,1.735932203,1.0816,1.8,5,76,5.79968E-05,4.3,-9.631773801
RNRIZT76,1700,24,6.852372583,0,0,1,1,0.342693955,0,2.218135593,1.131,2.3,5,76,2.58963E-05,1.92,-10.43806364
SA99GL76,1701,11,11.42003515,0,0,1,1,0.411764706,0,2.025254237,1.1591,2.1,5,76,0.000103464,7.671,-9.052941839
  SBDL74,1702,5,5.885764499,0,1,0,1,0.285714286,0,2.796779661,0.954,2.9,5,76,0.000659923,48.928,-7.200038994
TYCORO76,1704,1,5.778558875,0,1,0,1,0.330396476,0,2.314576271,1.0065,2.4,5,76,0.002526517,187.321,-5.857565101
TYCORO76,1705,1,7.080843585,0,1,0,1,0.359848485,0,1.928813559,1.1072,2,5,76,0.000521122,38.637,-7.436178457
TYCELI71,1706,1,7.284710018,0,1,0,1,0.373280943,0,1.928813559,1.1136,2,5,76,0.001354671,100.438,-6.480848202
TYMARK76,1707,1,10.16520211,0,1,0,1,0.379613357,0,1.446610169,1.1895,1.5,5,76,6.83014E-05,5.064,-9.468232139
VWBEET74,1708,7,6.149384886,0,0,1,1,0.26744186,0,2.121694915,0.976,2.2,5,76,0.000364287,27.009,-7.79421868
VWDASH74,1709,7,9.270650264,0,0,1,1,0.357142857,0,2.314576271,1.1072,2.4,5,76,0.00037381,27.715,-7.768415041
VWRABB75,1710,7,7.091388401,0,0,1,1,0.379273504,0,2.796779661,0.9984,2.9,5,76,0.00151137,112.056,-6.371390078
VWSCIR76,1711,7,8.778558875,0,0,1,1,0.366546205,0,2.796779661,0.9984,2.9,5,76,0.00020806,15.426,-8.354334426
 VV24475,1712,6,11.59050967,0,0,1,1,0.336963921,0,1.639491525,1.2931,1.7,5,76,0.000129144,9.575,-8.831233289
 VV26476,1713,6,14.85061511,0,0,1,1,0.391332471,0,1.446610169,1.2931,1.5,5,76,9.80821E-05,7.272,-9.106357467
AMGREM77,855,15,5.359735974,1,0,0,1,0.31201248,0,1.979160187,1.1857,2.1,6,77,0.000500737,38.071,-7.479183544
AMHORN76,857,15,5.691419142,1,0,0,1,0.289950577,0,1.696423017,1.3206,1.8,6,77,0.001030278,78.332,-6.757680178
AMPACE75,859,15,6.021452145,1,0,0,1,0.278833967,0,1.696423017,1.309,1.8,6,77,0.000594844,45.226,-7.306964239
AMMATA72,860,15,7.50660066,1,0,0,1,0.263937517,0,1.413685848,1.6848,1.5,6,77,0.000293634,22.325,-8.012929255
BKSKYH75,862,19,6.569306931,1,0,0,1,0.374331551,0,1.696423017,1.188,1.8,6,77,0.000327134,24.872,-7.904893709
BKSKYL75,863,19,6.311881188,1,0,0,1,0.318567961,0,1.507931571,1.4673,1.6,6,77,0.00127839,97.196,-6.541906823
BKCENT75,865,19,7.201320132,1,0,0,1,0.2843987,0,1.507931571,1.6906,1.6,6,77,0.003678245,279.657,-5.48507253
BKLSAB76,870,19,8.404290429,1,0,0,1,0.299657534,0,1.602177294,1.6863,1.7,6,77,0.002466382,187.519,-5.884756208
BKELCT77,873,19,11.330033,1,0,0,1,0.406397483,0,1.319440124,1.7394,1.4,6,77,0.001793253,136.341,-6.203477281
BKRIVE77,874,19,12.14191419,1,0,0,1,0.40961945,0,1.413685848,1.7082,1.5,6,77,0.000273695,20.809,-8.083250796
CDSEVI76,875,19,22.04455446,1,0,0,1,0.429389313,1,1.319440124,1.4688,1.4,6,77,0.000587492,44.667,-7.319401408
CDELDR75,877,19,18.46039604,1,0,0,1,0.363269425,1,1.036702955,1.8,1.1,6,77,0.000609601,46.348,-7.282458241
CVCHEV76,879,19,4.948844884,1,0,0,1,0.300316122,0,2.638880249,0.9858,2.8,6,77,0.002580797,196.218,-5.839410096
CVVEGA77,880,19,5.361386139,1,0,0,1,0.341602277,0,2.261897356,1.1616,2.4,6,77,0.00097084,73.813,-6.817101514
CVNOVA76,881,19,5.828382838,1,0,0,1,0.346565848,0,1.79066874,1.4381,1.9,6,77,0.004105419,312.135,-5.375200595
CVMONZ77,883,19,5.874587459,1,0,0,1,0.325581395,0,2.261897356,1.188,2.4,6,77,0.001097106,83.413,-6.694832209
CVMALI77,885,19,6.49339934,1,0,0,1,0.303197354,0,1.696423017,1.617,1.8,6,77,0.003895739,296.193,-5.427625113
CVCAMA75,888,19,6.787128713,1,0,0,1,0.326506382,0,1.696423017,1.47,1.8,6,77,0.002742483,208.511,-5.778644584
CVMNTC73,890,19,8.198019802,1,0,0,1,0.37642783,0,1.507931571,1.6692,1.6,6,77,0.004877351,370.825,-5.202906129
CVCORV75,896,19,14.27062706,1,0,0,1,0.522041763,0,1.319440124,1.2834,1.4,6,77,0.000559924,42.571,-7.367463112
CRLEBA77,897,16,8.620462046,1,0,0,1,0.407303371,0,1.225194401,1.5111,1.3,6,77,0.000921176,70.037,-6.869612708
CRCORD75,898,16,8.940594059,1,0,0,1,0.469715698,0,1.036702955,1.677,1.1,6,77,0.001875825,142.619,-6.158459643
DGCOLT72,901,16,5.646864686,1,0,0,1,0.401937046,0,2.733125972,1.1008,2.9,6,77,0.00092962,70.679,-6.860487883
DGASPE76,904,16,5.991749175,1,0,0,1,0.309119011,0,1.884914463,1.4746,2,6,77,0.003184414,242.111,-5.629240083
DGMONA77,907,16,6.580858086,1,0,0,1,0.300957592,0,1.602177294,1.7082,1.7,6,77,0.00120751,91.807,-6.598947834
DGCHRG77,910,16,8.412541254,1,0,0,1,0.372272144,0,1.225194401,1.6848,1.3,6,77,0.000382731,29.099,-7.747932572
DGDIPL77,911,16,8.417491749,1,0,0,1,0.407303371,0,1.413685848,1.5111,1.5,6,77,0.000527055,40.072,-7.427958546
FDPINT76,912,18,5.113861386,1,0,0,1,0.384781669,0,2.450388802,1.183,2.6,6,77,0.002903788,220.775,-5.721492298
FDMAVE77,915,18,5.602310231,1,0,0,1,0.332525113,0,1.979160187,1.3277,2.1,6,77,0.002207563,167.841,-5.995619279
FDMSTG77,917,18,6.108910891,1,0,0,1,0.338789494,0,2.167651633,1.2425,2.3,6,77,0.002244627,170.659,-5.978968968
FDGRNA77,919,18,6.795379538,1,0,0,1,0.302457467,0,1.979160187,1.4652,2.1,6,77,0.004671656,355.186,-5.245994786
 FDLTD77,921,18,8.935643564,1,0,0,1,0.373247033,0,1.225194401,1.808,1.3,6,77,0.00500459,380.499,-5.177152833
FDLTDI77,922,18,8.03630363,1,0,0,1,0.412397541,0,1.319440124,1.716,1.4,6,77,0.002682125,203.922,-5.800898814
FDTHNB77,923,18,8.354785479,1,0,0,1,0.332736115,0,1.413685848,1.7064,1.5,6,77,0.004276641,325.153,-5.334340541
LCVERS77,924,18,18.97689769,1,0,0,1,0.27,1,1.507931571,1.5075,1.6,6,77,0.00017743,13.49,-8.516687712
LCCONT77,925,18,15.9009901,1,0,0,1,0.366803279,1,1.225194401,1.864,1.3,6,77,0.001223004,92.985,-6.586198192
LCMARK77,926,18,18.80528053,1,0,0,1,0.384780739,1,1.225194401,1.848,1.3,6,77,0.000983914,74.807,-6.803724918
MCBOBC76,927,18,5.673267327,1,0,0,1,0.375685943,0,3.487091757,1.183,3.7,6,77,0.000466671,35.481,-7.54963904
MCCOME77,930,18,5.968646865,1,0,0,1,0.446982055,0,1.602177294,1.3987,1.7,6,77,0.000555491,42.234,-7.375410798
MCMONA77,932,18,6.854785479,1,0,0,1,0.302552789,0,1.979160187,1.4652,2.1,6,77,0.000140497,10.682,-8.7500763
MCCOUG77,934,18,7.97359736,1,0,0,1,0.3339327,0,1.413685848,1.6848,1.5,6,77,0.00240676,182.986,-5.909226735
MCMARQ73,935,18,9.069306931,1,0,0,1,0.399907536,0,1.225194401,1.832,1.3,6,77,0.001849402,140.61,-6.172646281
ODSTRF77,936,19,6.273927393,1,0,0,1,0.314371257,0,2.261897356,1.188,2.4,6,77,0.00025148,19.12,-8.167901474
ODOMEG73,939,19,6.265676568,1,0,0,1,0.332068311,0,1.507931571,1.46,1.6,6,77,0.00068031,51.724,-7.172714491
ODCUTL75,941,19,7.239273927,1,0,0,1,0.290215589,0,1.507931571,1.6632,1.6,6,77,0.006943825,527.939,-4.849655635
ODDELT77,944,19,8.589108911,1,0,0,1,0.302419355,0,1.602177294,1.6786,1.7,6,77,0.002971682,225.937,-5.698380182
  OD9877,947,19,11.1980198,1,0,0,1,0.446545837,0,1.507931571,1.7017,1.6,6,77,0.001623912,123.466,-6.302670567
ODTORN75,948,19,13.42244224,1,0,0,1,0.431592577,0,1.225194401,1.824,1.3,6,77,0.000379587,28.86,-7.756179828
PLARRO76,949,16,5.575907591,1,0,0,1,0.393364929,0,2.450388802,1.0688,2.6,6,77,0.000622715,47.345,-7.261175164
PLVOLA76,951,16,5.971947195,1,0,0,1,0.309119011,0,1.884914463,1.4746,2,6,77,0.004002433,304.305,-5.400605894
PLFURY77,954,16,6.508250825,1,0,0,1,0.300957592,0,1.602177294,1.7082,1.7,6,77,0.001210785,92.056,-6.596239294
PLGRNF76,957,16,7.717821782,1,0,0,1,0.349819059,0,1.225194401,1.784,1.3,6,77,0.000416835,31.692,-7.662572099
PTASTR77,958,19,5.45379538,1,0,0,1,0.338709677,0,2.261897356,1.1748,2.4,6,77,0.000377391,28.693,-7.761983191
PTSUNB77,959,19,6.037953795,1,0,0,1,0.326821938,0,2.450388802,1.1748,2.6,6,77,0.000812706,61.79,-6.994894843
PTPHOE77,961,19,6.801980198,1,0,0,1,0.320610687,0,1.602177294,1.4616,1.7,6,77,0.000953834,72.52,-6.834773996
PTLEMA72,966,19,6.755775578,1,0,0,1,0.288620121,0,1.507931571,1.6224,1.6,6,77,0.00096095,73.061,-6.827341673
PTFIRB72,969,19,7.04620462,1,0,0,1,0.321691176,0,1.507931571,1.4381,1.6,6,77,0.001812535,137.807,-6.192782226
PTGRNP77,975,19,8.448844884,1,0,0,1,0.35488959,0,1.507931571,1.7082,1.6,6,77,0.003101841,235.833,-5.655512454
ARSPOR77,1714,20,12.5330033,0,0,1,1,0.416356877,0,1.79066874,1.1072,1.9,6,77,7.24056E-05,5.505,-9.412979612
AD100L75,1715,7,11.79867987,0,0,1,1,0.369626356,0,1.696423017,1.2972,1.8,6,77,0.000101039,7.682,-9.079756452
 ADFOX75,1716,7,9.156765677,0,0,1,1,0.378640777,0,2.261897356,1.0899,2.4,6,77,0.000306208,23.281,-7.970998805
BW320I77,1717,8,13.18481848,0,0,1,1,0.41509434,0,1.884914463,1.1392,2,6,77,0.000256728,19.519,-8.147248032
BW530I75,1718,8,20.61881188,0,0,1,1,0.511627907,0,1.319440124,1.273,1.4,6,77,9.52124E-05,7.239,-9.139153306
CPSPOR77,1719,8,7.216171617,0,0,1,1,0.366096299,0,1.696423017,1.1725,1.8,6,77,0.000295383,22.458,-8.006989484
DTB21077,1721,2,5.872937294,0,1,0,1,0.416883794,0,2.733125972,0.9943,2.9,6,77,0.002279114,173.281,-5.963721828
DTHL7177,1722,2,6.929042904,0,1,0,1,0.39931301,0,2.167651633,1.0836,2.3,6,77,0.00031819,24.192,-7.932614382
DTF10S77,1723,2,6.021452145,0,1,0,1,0.383141762,0,2.733125972,0.948,2.9,6,77,0.000496804,37.772,-7.487068294
DTG81077,1724,2,9.074257426,0,1,0,1,0.458540313,0,1.602177294,1.1895,1.7,6,77,0.000371485,28.244,-7.777755336
HDCIVI76,1725,3,4.585808581,0,1,0,1,0.322981366,0,2.638880249,0.888,2.8,6,77,0.00194197,147.648,-6.123805319
HDACCO76,1728,3,6.839933993,0,1,0,1,0.348182284,0,3.581337481,1.0432,3.8,6,77,0.000999408,75.985,-6.788100429
 FT12876,1729,17,5.679867987,0,0,1,1,0.321243523,0,2.167651633,0.9796,2.3,6,77,0.000220071,16.732,-8.301313328
 FT13175,1731,17,7.531353135,0,0,1,1,0.362105263,0,1.79066874,1.118,1.9,6,77,0.000300355,22.836,-7.990298144
FTSPID75,1732,17,10.09075908,0,0,1,1,0.394495413,0,1.696423017,1.0304,1.8,6,77,0.00017013,12.935,-8.558699566
 MB23075,1736,9,21.26072607,0,0,1,1,0.384364821,0,1.602177294,1.337,1.7,6,77,5.48862E-05,4.173,-9.69000118
MB240D74,1737,9,21.03960396,0,0,1,1,0.201298701,0,2.356143079,1.337,2.5,6,77,0.000138735,10.548,-8.762700113
MB300D75,1738,9,27.37623762,0,0,1,1,0.227474151,1,2.167651633,1.337,2.3,6,77,0.000152821,11.619,-8.665994693
MB280E77,1739,9,28.24092409,0,0,1,1,0.402349486,1,1.319440124,1.3561,1.4,6,77,5.48862E-05,4.173,-9.69000118
MB450S74,1740,9,41.65181518,0,0,1,1,0.458598726,1,1.225194401,1.554,1.3,6,77,8.66237E-05,6.586,-9.233690198
PGSL5077,1742,14,12.14521452,0,0,1,1,0.291390728,0,2.638880249,1.1682,2.8,6,77,4.50875E-05,3.428,-9.886659381
PG504D77,1743,14,14.29042904,0,0,1,1,0.226837061,0,2.638880249,1.2078,2.8,6,77,6.46324E-05,4.914,-9.526548108
PSCOUP77,1744,12,15.50330033,0,0,1,1,0.405290102,0,1.602177294,1.1457,1.7,6,77,0.000179797,13.67,-8.503432731
PSCP9177,1745,12,24.74422442,0,0,1,1,0.678185745,0,1.413685848,1.0816,1.5,6,77,7.50888E-05,5.709,-9.376592505
RNLECA77,1746,24,5.51980198,0,0,1,1,0.337647721,0,2.356143079,0.852,2.5,6,77,0.000134263,10.208,-8.795464655
 RNGTL77,1747,24,7.343234323,0,0,1,1,0.338028169,0,2.07340591,1.131,2.2,6,77,2.03867E-05,1.55,-10.68038145
SA99GL76,1748,11,11.38283828,0,0,1,1,0.393258427,0,1.696423017,1.1591,1.8,6,77,2.42141E-05,1.841,-10.50832748
  SBDL74,1749,5,5.773927393,0,1,0,1,0.330049261,0,2.638880249,0.948,2.8,6,77,0.001063094,80.827,-6.726325314
TYCORO77,1751,1,5.615511551,0,1,0,1,0.282238443,0,3.392846034,1.023,3.6,6,77,0.003411075,259.344,-5.560481016
VWRABB77,1753,7,7.118811881,0,0,1,1,0.211453744,0,3.675583204,0.9984,3.9,6,77,0.002166329,164.706,-6.014474315
TYCORO77,1754,1,7.143564356,0,1,0,1,0.359848485,0,1.979160187,1.1072,2.1,6,77,0.000661042,50.259,-7.201446746
TYCELI71,1755,1,7.391089109,0,1,0,1,0.375494071,0,1.979160187,1.1136,2.1,6,77,0.002153282,163.714,-6.020515379
VWBEET74,1756,7,6.103960396,0,0,1,1,0.241469816,0,2.167651633,0.976,2.3,6,77,0.000253124,19.245,-8.161385095
VWDASH74,1758,7,9.074257426,0,0,1,1,0.364485981,0,2.261897356,1.1072,2.4,6,77,0.000340089,25.857,-7.866055024
VWSCIR76,1759,7,8.737623762,0,0,1,1,0.376059322,0,2.733125972,0.9984,2.9,6,77,0.000326003,24.786,-7.908357404
 VV24475,1760,6,11.37788779,0,0,1,1,0.343630684,0,1.696423017,1.2931,1.8,6,77,0.000148205,11.268,-8.696669532
VVGL2677,1761,6,16.24587459,0,0,1,1,0.38869258,0,1.413685848,1.2931,1.5,6,77,0.000124004,9.428,-8.874952397
AMGREM77,976,15,5.811349693,1,0,0,1,0.312989045,0,2.140895522,1.2024,2.2,7,78,0.000315712,24.414,-7.950361757
AMCONC78,978,15,5.903374233,1,0,0,1,0.290416263,0,1.946268657,1.3248,2,7,78,0.001500621,116.043,-6.391557683
AMPACE75,980,15,6.208588957,1,0,0,1,0.281513919,0,1.751641791,1.3321,1.8,7,78,0.000269119,20.811,-8.110036802
AMMATA78,984,15,7.437116564,1,0,0,1,0.322754169,0,1.557014925,1.6425,1.6,7,78,0.000122475,9.471,-8.897283997
BKSKYH75,986,19,6.358895706,1,0,0,1,0.392083645,0,1.557014925,1.188,1.6,7,78,0.000287353,22.221,-8.044480708
